,case_id,context,article_list,keywords
565,_id=312408869&_uid=efabe422-17fc-4734-a904-da90f00289e0,"['ка полиции Потерпевший №1, в связи с исполнением им своих должностных обязанностей, оскорбления, сопровождающиеся грубой нецензурной бранью, сравнивая последнего с самкой собаки, лицом нетрадиционной сексуальной ориентации, а также высказывая иные грубые и нецензурные выражения, то есть публично унизив, таким образом, честь и достоинство действующего сотрудника Войск национальной гвардии России.\nОн же, совершил угроз']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
566,case_id=655551827&case_uid=4f0cf907-2006-4abf-8738-71f55ec3c9d8,"['ов от ДД.ММ.ГГГГ № ФИО2 хроническим, временным психическим расстройством, слабоумием, иным болезненным состоянием психики не страдает, обнаруживает признаки расстройства половой идентификации в форме транссексуализма №). В момент совершения инкриминируемого ей деяния она также не страдала хроническим, временным психическим расстройством, слабоумием, иным болезненным состоянием психики, о чем свидетельствуют ее по']"," ст. 30 ч.3, ст.228.1 ч.3 п.б,ст. 30 ч.3, ст.228.1 ч.3 п.б, ст. 30 ч.3, ст.228.1 ч.4 п.г",['транссексуализма']
567,case_id=484046761&case_uid=a0c14c92-6a12-44f4-8a8c-ba09d23e71c3,"['она прекратила разговор. Рюмин В.О. выхватил у него телефон из рук и стал набирать номер. При этом он стал говорить Рюмину В.О., чтобы он ему вернул телефон, на что тот ему ответил, что знает, что он нетрадиционной ориентации, и отведет его в отдел полиции. Телефон тот ему не отдавал и сам шел в сторону ТЦ «Мигеко», расположенного на <адрес>. Он следовал за ним, чтобы забрать свой телефон. У ТЦ «Мигеко» Рюмин В.О. полож']"," ст.161 ч.2 п.г,ст.161 ч.1",['нетрадиционной ориентац']
568,case_id=157781743&case_uid=47f6ae33-651d-4e4a-96d3-15e315512c1e,"['евший», сказал, что этого не понимает и слово за слово ему (Г) что-то ответил, а тот его грубо оскорбил, обозвал его нецензурнымсловом, что задело его достоинство - обозначил его лицом нетрадиционной сексуальной ориентации. Встал из-за стула, потерпевший тоже поднялся с кресла и он машинально ударил его ножом в живот. Потерпевший присел на матрац, который лежал возле батареи. Он стал искать, чем перебинтовать рану, н']",ст.111 ч.2 п.з,['сексуальной ориентац']
569,_id=280633379&_uid=1fea650e-adc0-47bc-aa52-2fa0b7102602,"['тупления, оскорбил грубой нецензурной бранью представителя власти- Потерпевший №1 находящегося при исполнении им своих должностных обязанностей, используя нецензурные обозначения: лицо нетрадиционной сексуальной ориентации, послал в сторону мужского полового органа, чем унизил честь и достоинство сотрудника полиции Потерпевший №1 в глазах присутствующих, находящегося при исполнении им своих служебных обязанностей.\nОн']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
570,_id=248601715&_uid=73f27ca3-bc1f-41e6-96b9-bf2ae63c8a4e,"['ия сведений, позорящих потерпевшего, совершенное с применением насилия, группой лиц по предварительному сговору, для чего необходимо познакомиться в социальной сети «Вконтакте» с лицом нетрадиционной сексуальной ориентации, вступить с ним в половую связь, записав происходящее на камеру мобильного телефона, после чего выдвинуть незаконное требование о передачи им денежных средств в сумме 100 000 рублей под угрозой при', '. ДД.ММ.ГГГГ с его аккаунта под названием: Семенов Дмитрий Алексеевич в социальной сети «В контакте» он разместил объявление о том, что ищет парня для совместных утех, в группах под названием «гей-би-лесби», и «парни любят парней». В период времени с 23 часов 00 минут до 23 часов 30 минут ДД.ММ.ГГГГ ему поступило сообщение от «черного принца», который представился Ахмедом. В ходе переписки он предложил']","ст.127 ч.2 п.а, ст.163 ч.2 п.п.а,в, ст.162 ч.2","['сексуальной ориентац', 'лесби']"
571,case_id=179454736&case_uid=7704ede7-446a-4ed7-9332-b2a0d78aac6c,"['вернувшись к нему и сделав шаг навстречу, он спросил: «Вы понимаете к кому Вы обращаетесь?», на что Сапрыкин глядя на него повторил указанную нецензурную фразу уничижительного характера, обвиняемую в гомосексуализме. Он попросил судебного пристава зафиксировать данный факт в рапорте, а также написал докладную записку о произошедшем.\nСчитает, что Сапрыкин умышленно оскорбил его, поскольку он неоднократно участвов']",ст.297 ч.2,['гомосексуализме']
572,case_id=59496353&case_uid=a5745d78-1608-4927-9f2f-0262d3ead1cc,"['страционный знак №, ФИО3, сообщил Потерпевший №1 о своем намерении получить от Свидетель №8 заявление о якобы имевшем месте понуждении Потерпевший №1 Свидетель №8 к действиям сексуального характера - мужеложству, в ответ на это Потерпевший №1 ничего не ответил. \nДействуя группой лиц по предварительному сговору Филиппов С.Н. в присутствии Колесника И.А., в продолжение единого преступного умысла, в неустановле']","ст. 30 ч.3, ст.159 ч.3",['мужеложству']
573,case_id=80070381&case_uid=4cfac3d3-4963-4464-b64c-5deb4d19d775,"[' и все вместе пошли выпивать примерно в 15-16 часов. В процессе распития спиртного примерно в 18 часов Потерпевший  начал спрашивать, как ему (Горбунову) в СИЗО, начал намекать, что он стал пассивным гомосексуалистом.\nОн ударил Потерпевший  ладонью по лицу, тот схватил его за куртку, они скатились со ступенек и стали бороться. При этом Потерпевший  бил его ногами по больной ноге, а он отбивался. Пока они «каталис']",ст.111 ч.1,['гомосексуалистом']
574,case_id=276220190&case_uid=1b611db9-797b-4e7e-9af3-a23d3eb6bce0,"['побуждений возник преступный умысел на совершение открытых хищений чужого имущества, а также паспортов у случайных ранее незнакомых ему молодых людей мужского пола, являющихся лицами с нетрадиционной сексуальной ориентацией, которые под надуманным предлогом оказания им интимных услуг со стороны лиц мужского пола прибудут на встречу с ним в Орджоникидзевский административный район г.Екатеринбурга.\nВ указанные выше пер']"," ст.161 ч.2 п.п.а,г,ст.325 ч.2, ст.33 ч.5-ст.161 ч.1, ст.325 ч.2",['сексуальной ориентац']
575,case_id=46310431&case_uid=8ff396ad-8d9f-4b8c-b64d-3c98a1f417f6,"['струмент, помнит, что инструмент блестел, форму инструмента описать не сможет, так как все происходило очень быстро. В этот момент ФИО2 произнес в грубой форме, что он его ударит и совершит с ним акт мужеложства, при этом ФИО2 стал замахиваться лопатой в его сторону, а ФИО1 в этот момент тоже подходил в его сторону. Так как ФИО2 на него замахнулся лопатой, он выхватил из руки ФИО2 лопату, после чего завязала']"," ст.105 ч.2 п.а,ст.167 ч.2",['мужеложства']
576,case_id=87726101&case_uid=519526ba-3ee9-497b-bc68-31d3046b7ef8,"['О29, на что последний не реагировал. Он (Карпенко А.П.) в это время пошёл в туалет. Находясь в туалете, он слышал, что Потерпевший №1 сказал всем, выражаясь нецензурной бранью, что все нетрадиционной сексуальной ориентации, после чего услышал слова ФИО3 Ю.: «Извини, родной», после чего услышал два удара по лицу человека, данные звуки ударов характеры именно для ударов по лицу рукой. После ударов услышал падение чего-']",ст.158 ч.3 п.г,['сексуальной ориентац']
577,_id=299102682&_uid=e775b092-0516-4dd9-8daf-17ba89fd8fa6,"['сти предложил ему купить алкоголь для личного пользования, на что он также отказался. Данный отказ видимо ему сильно не понравился, поскольку мужчина со злости высказал ему, что у него нетрадиционная сексуальная ориентация. Услышав это, он решил не отвечать, так как не хотел провоцировать с ним конфликт, но за него вступился еще один посетитель ломбарда по имени Павел, который в тот момент находился в ломбарде. Павел']",ст.111 ч.2 п.з,['сексуальная ориентац']
578,_id=290075450&_uid=9abbf6e1-c307-41e3-b78d-86be12fa2513,"['олнении им своих должностных обязанностей, умышленно высказав в адрес сотрудника полиции Потерпевший №1 оскорбления, а именно послал в сторону мужского полового органа, назвал мужчиной нетрадиционной сексуальной ориентации, унижающие его честь и достоинство, тем самым унизил честь и достоинство представителя власти – Потерпевший №1\nВ судебном заседании подсудимый Серков А.В. поддержал ранее заявленное при ознакомлени']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
579,case_id=225067560&case_uid=7311926b-1452-402e-86a9-b9eab4dbc021,"['ном заседании подсудимый Нечунаев вину в инкриминируемых ему деяниях не признал, показал, что между ним и З.В.Э. действительно произошла драка в связи с тем, что З.В.Э. пояснил о своей нетрадиционной сексуальной ориентации; а затем и с П..Р.Д., который поддержал З.В.Э.. Затем в квартиру зашел Ж.Д.С., с которым он повздорил из-за того, что тот бросил друзей в беде. Уходя из данной квартиры, он забрал два телефона парн']"," ст.161 ч.2 п.г, ст.162 ч.2,ст.162 ч.2",['сексуальной ориентац']
580,case_id=196370666&case_uid=dbf02e04-b208-4ced-ab06-b809970b2b3a,"['ьного опьянения. Захаров А.Ю. стал выражаться в его адрес словами грубой и нецензурной брани, а именно говорил «пошел на …, «тварь», «ментяра ущербный», а также причисляя его к лицам с нетрадиционной сексуальной ориентацией, причисляя к различным животным и иными словами. В это же время, когда Захаров А.Ю. высказывал слова грубой нецензурной брани в его адрес, Захаров А.Ю. подошел к нему и нанес ему удар кулаком прав']",ст.318 ч.1,['сексуальной ориентац']
581,case_id=253385537&case_uid=b27e5fd5-700d-467c-8046-c4f263ecc175,"['о он ответил согласием. Примерно в 19 часов к нему пришел Маслов, около входа в квартиру между ним и Масловым возник конфликт, связанный с тем, что он (Нигматулин) назвал Маслова мужчиной сексуальной нетрадиционной ориентации. В ходе разговора с ним между ними возник конфликт, в ходе которого завязалась борьба и они наносили друг другу удары по различным частям тела, но ему удары также приходились и по голове. В ходе бо']",ст.111 ч.2 п.з,['нетрадиционной ориентац']
582,case_id=411082499&case_uid=e427b789-e3fe-4a27-a432-e6526757ce07,"['л тому свой адрес. В этот момент в подъезд вышла его мама, которая спросила у Потерпевший , кто он, на что Потерпевший  сказал его маме: «Ты воспитала … «слово, означающее уничижительное наименование гомосексуальных мужчин». В этот момент он, испытывая чувство злобы на Потерпевший , нанес ему, стоящему напротив него один удар кулаком правой руки в область левой щеки, отчего Потерпевший  упал и в этот момент он у']",ст.111 ч.1,['гомосексуальных']
583,_id=282302598&_uid=ca34c04b-d9fd-4eab-8469-c76bc28140f2,"['1, участвующего в отправлении правосудия, называя его словами, унижающими честь, достоинство и деловую репутацию, в частности, посылая в сторону мужского полового органа, называя лицом нетрадиционной сексуальной ориентации в грубой оскорбительной форме, а также ругаясь в его адрес грубой нецензурной бранью, подрывая тем самым авторитет судебной власти, чем выразил неуважение к суду.\nВ судебном заседании подсудимый Жи']",ст.297 ч.2,['сексуальной ориентац']
584,case_id=152478440&case_uid=372477be-fbb5-4c25-9934-cd8b21cbaa3b,"['е стал говорить в форме стиха, в голове хлам, не вкладывал смысл в существо сказанного. Сказал следователю: «я у тебя сожгу всё, что есть, ты договоришься», сравнил следователя с лицом нетрадиционной сексуальной ориентации, сказал, что если бы он был его (ФИО3) собакой, то бил бы каждый день, был бы пуделем, то воспитывал бы его. Стол у следователя с краем стола и плотной стенкой. Он (ФИО3) сидел лицом к следователю.']",ст.296 ч.3,['сексуальной ориентац']
585,case_id=133893692&case_uid=8eed1b2b-c767-437c-ac69-44bc611cc5d0,"['было. Он подошел к МП и попросил свозить его до брата. МП согласился. Он спросил у МП, знает ли он, с кем ездит в машине, имея ввиду Ларина, который, по его мнению, является мужчиной с нетрадиционной сексуальной ориентацией. Данную информацию он знает из слухов по поселку. После чего он предложил МП подойти к Ларину и спросить у него по поводу сексуальной ориентации. МП согласился. Они подошли к двери квартиры Ларина']"," ст.158 ч.2 п.б,ст.166 ч.1, ст.158 ч.2 п.в, ст.111 ч.2 п.з, ст.158 ч.1, ст.159 ч.1",['сексуальной ориентац']
586,_id=314863676&_uid=400cccf1-3bbb-48f0-a461-137fc193444b,"['ции ФИО3 Г.Е., стал высказывать оскорбления в неприличной форме, используя при этом грубые, нецензурные слова и выражения, унижая тем самым честь и достоинство ФИО3 Е.Г., называя последнего лицом гомосексуальной ориентации, имеющее вульгарное и циничное отношение к сексуальной сфере, а также женщиной легкого поведения, используя негативную эмоциональную окраску, высказывая недовольство законными действиями ФИО3 Е.Г. ', 'полиции ФИО3 Г.Е., стал высказывать оскорбления в неприличной форме, используя при этом грубые, нецензурные слова и выражения, унижая тем самым честь и достоинство ФИО3 Е.Г., называя последнего лицом гомосексуальной ориентации, имеющее вульгарное и циничное отношение к сексуальной сфере, а также женщиной легкого поведения, используя негативную эмоциональную окраску, высказывая недовольство законными действиями Ф']"," ст.318 ч.1,ст.319","['сексуальной ориентац', 'гомосексуальной']"
587,case_id=134234729&case_uid=dcd9f63f-bf1a-41a2-9c1c-8351e8b86564,"['ел к бараку, где живет Свидетель №2. По предложению Свидетель №1 он пошел в гараж, там также был ФИО33. Он с ФИО33 и с Свидетель №1 стали выпивать. Вдруг ФИО33 стал говорить, что ФИО32 нетрадиционной сексуальной ориентации, он стал возражать, у них началась словесная перепалка, в результате он схватил с полки нож и ударил 1 раз ФИО33 в область легкого, отчего ФИО33 присел на печку. В это время скорей всего Свидетель ']",ст.105 ч.1,['сексуальной ориентац']
588,case_id=130764625&case_uid=34764baf-5d03-4653-ab51-5c6e7ac92f98,"['и слышат его оскорбления в адрес сотрудника Следственного комитета Российской Федерации, то есть действуя публично, умышленно высказал в адрес следователя Потерпевший №2 слова и выражения, означающие гомосексуалиста с повышенным сексуальным темпераментом, выраженные в грубой, непристойной форме, с использованием нецензурной брани и унизительных вульгарных выражений, сопровождая высказывания плевками слюной в лиц']"," ст.296 ч.3, ст.296 ч.1,ст.319",['гомосексуалиста']
589,case_id=412757272&case_uid=c1c7593b-76da-492e-a668-93c901bba714,"['лышал о нём, после чего они стали разговаривать про ФИО53. Далее ФИО35 стал выспрашивать, пил ли он с ФИО58 из одной рюмки, он ответил, что не пил. ФИО36 начал кричать о том, что ФИО57 нетрадиционной сексуальной ориентации, но об этом они узнали позже. ФИО35 сказал, что он его за такое убил бы, поскольку, видимо, они пили с ФИО56 из одной рюмки. После этого они «переключились» на него, стали спрашивать, какой он секс']",ст.111 ч.4,['сексуальной ориентац']
590,case_id=641319214&case_uid=d44ea8c0-b987-4486-9fe0-1cfbb1558d8a,"['ствами:\n- показаниями свидетеля Свидетель №6, данными в ходе судебного разбирательства, согласно которым у нее имеется знакомый по имени <данные изъяты>, настоящее имя которой ФИО53, который является транссексуалом и оказывает услуги сексуального характера. Последний раз она общалась с ФИО48 12.01.2020 перед своим днем рождения, куда последний был приглашен. 13.01.2020 ФИО56 на празднование дня рождения не приш']",ст.105 ч.1,['транссексуалом']
591,case_id=94876130&case_uid=087b879d-e130-4fc0-8281-4cae27589f6f,"['о, что в дом зашли ФИО1, Мохирев и Свидетель №1 Последние находились в кухне дома и разговаривали, конфликтов между ними не было. Затем она услышала, что ФИО1 оскорбил Мохирева, назвав его мужчиной с нетрадиционной ориентацией, в связи с чем Мохирев предложил ФИО1 выйти на улицу и поговорить. Далее она уснула, на улицу не выходила. Она проснулась от того, что к ним под утро приехала скорая медицинская помощь. Из комнаты']",ст.105 ч.1,['нетрадиционной ориентац']
592,case_id=546217058&case_uid=7fc2865f-8c0f-47e4-b07d-07363fa65478,"['ной брани, говоря, что «зарежет» его, если он будет так разговаривать. При этом ФИО6 С.А. стал высказывать в его адрес оскорбления словами грубой нецензурной брани, назвав его мужчиной нетрадиционной сексуальной ориентации и использованным презервативом в грубой форме, добавив, чтобы он уходил из квартиры. Ввиду того, что он находился в состоянии сильного алкогольного опьянения, то очень разозлился на брата, при этом']",ст.105 ч.1,['сексуальной ориентац']
593,case_id=671700679&case_uid=c052dd21-f45c-46aa-9374-a5f5c3a8cdcb,"['яния, так и в настоящее время, не страдал и не страдает. У Ряпосова Н.Р. имеются признаки смешанного расстройства личности (шифр по МКБ-10 F61.0) и признаки расстройства половой идентификации в форме транссексуализма (F64.0 шифр по МКБ-10). На это указывают материалы уголовного дела, данные анамнеза и медицинской документации, что подэкспертный Ряпосов Н.Р. родился лицом женского пола (Ряпосова В.Р.), в детстве о']","ст. 30 ч.3, ст.228.1 ч.4 п.г",['транссексуализма']
594,_uid=d3261d46-4163-492a-81a5-05bab660a3f5,"['ика полиции, который был по моложе, то есть в адрес Потерпевший №2, фамилию которого запомнил, когда они ранее предъявляли свои служебные удостоверения, называл его «мусором», мужчиной нетрадиционной сексуальной ориентации, высказывал данные выражения конкретно в адрес Потерпевший №2, так как последний не давал ему встать с лавки и пойти курить. После чего, второй сотрудник полиции по фамилии Потерпевший №1 стал выск']"," ст.319,ст.318 ч.1",['сексуальной ориентац']
595,case_id=226336986&case_uid=d31b5d09-4258-4c31-83bd-6381db70547a,"['вым произошел конфликт. В ходе ссоры Шакиров Д. И. поднялся с дивана и встал напротив сидевшего на диване Смирных. В какой-то момент Смирных Сергей грубо обозвал Шакирова Д. И. лицом с нетрадиционной сексуальной ориентацией. Шакиров в ответ сильно разозлился и нанёс Смирных Сергею один удар рукой по лицу с левой стороны, от чего последний упал на пол. После чего Шакиров продолжил наносить удары Смирных С. В. подошвой']"," ст.111 ч.1,ст.111 ч.1",['сексуальной ориентац']
596,case_id=60614379&case_uid=2d74b597-abc0-498c-aade-f3ec1bfa2831,"['и – публичная, адресат – личный (полицейский Потерпевший №1). Форма общения – речевая (содержит вербальные компоненты) и кинесическая (нанесение ударов Потерпевший №1).\nПроизносимое Цветковым слово о сексуальной ориентации является грубым вульгарным, бранным словом. Оскорбительно о любом юноше, мужчине. Обычно о мужчине, вызывающем у говорящего личное раздражение, гнев, призрение внешностью.\n«Чмо» является жаргонным ']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
597,case_id=136383113&case_uid=21b0f0c5-eaed-4add-a896-5b7742f073a5,"['о существу предъявленного обвинения показал, что на <адрес> они употребляли спиртные напитки, там был в том числе и ФИО5. Начали разговаривать о женщинах, ФИО5 начал называть его лицом нетрадиционной сексуальной ориентации, при этом присутствовала Свидетель №1, он попросил прекратить его обзывать. ФИО5 не остановился, а стал оскорблять его нецензурной бранью, его это очень задело, он поднялся и нанес потерпевшему 4 у']",ст.111 ч.1,['сексуальной ориентац']
598,case_id=79468478&case_uid=4771c5fe-ab90-4778-ba25-b5318760df83,"[' после чего ФИО1 отпустил Потерпевший №1, схватил Закроева Г.В. за одежду и стал выражаться нецензурно в его адрес, в том числе обозвал словом, обозначающим в нецензурной форме мужчину нетрадиционной сексуальной ориентации. Закроев Г.В. нанес ФИО1 один удар кулаком руки в лицо в область носа, отчего у последнего потекла кровь, в ответ ФИО1 схватил Закроева Г.В. за шею, поцарапав ее до крови, и продолжил удерживать За']"," ст.105 ч.1,ст.115 ч.1",['сексуальной ориентац']
599,case_id=162197112&case_uid=8cf5bfa0-257c-464c-8896-823a78557d2f,"[' на диван и стали дальше выпивать спиртное. Около 23 часов ФИО1 стал провоцировать подсудимого, упрекал насчет работы, распития спиртного, обзывал его, называл нецензурным словом лицом нетрадиционной сексуальной ориентации, вспоминал про бывшую жену подсудимого, которую он убил. В связи с чем, подсудимый скинул ФИО1 на пол и стал бороться с ним на полу, подсудимый обхватил шею ФИО1 правой рукой и стал удерживать окол']",ст.105 ч.1,['сексуальной ориентац']
600,case_id=95449541&case_uid=17f2aad0-a363-4182-bd7c-fa0b6165915c,"['ьков Д.А. ушел, а он и Игнатов А.А. продолжили распивать спиртные напитки, сидя за столом; Игнатов А.А. сидел с торцевой части стола. Во время распития спиртного Игнатов А.А. предложил ему вступить в гомосексуальную связь и заняться оральным сексом, что очень оскорбило его и разозлило. Он, желая испугать Игнатова А.А. и заставить его замолчать, взял в правую руку нож, лежавший на столе, и поднес его к левому пле']","ст. 30 ч.3, ст.105 ч.1",['гомосексуальную']
601,case_id=397987330&case_uid=b71b3d23-393f-439e-94d4-0fa32e44d079,"['ство. Он пояснил, что тоже отбывал наказание в виде лишения свободы, а также находился в камере *** в ФКУ СИЗО-2. После чего Бочанов А.Н. сказал, что в данной камере содержатся мужчины нетрадиционной сексуальной ориентации, вступающие друг с другом в половые акты. В ответ он попытался возразить Бочанову А.Н., указывая, что данная камера для лиц, впервые привлекающихся к уголовной ответственности. Но Бочанов А.С. не с']",ст.111 ч.4,['сексуальной ориентац']
602,_id=302473265&_uid=7b603f5c-7fa3-4b45-9d2e-08a1d2ee6546,"['ульно-постовой службы полиции Управления МВД России по <адрес> младшего сержанта полиции Потерпевший №1, находящегося при исполнении им своих должностных обязанностей, назвал его лицом нетрадиционной сексуальной ориентации, средством контрацепции, а также послал в сторону мужского полового органа, чем унизил честь и достоинство сотрудника полиции Потерпевший №1 в глазах присутствующих.\nПодсудимый Ульянов А.А. в судеб']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
603,case_id=300428739&case_uid=64a280d6-04bd-46be-88b4-5c740cb17c3c,"['убой, циничной, нецензурной форме, унижающей честь, достоинство человека и представителя власти, в адрес ФИО4 высказала оскорбления, являющиеся синонимами унизительного обозначения лиц нетрадиционной сексуальной ориентации, лиц женского пола с низкими личностными качествами. При этом Барабанщикова Л.П. осознавала, что ФИО4 находится в форменном обмундировании и при исполнении должностных обязанностей, предусмотренных']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
604,case_id=199059660&case_uid=20b78ce5-fc3a-4c83-b3fc-a348b2a4ee52,"['.С. и стал спрашивать о произошедшем. Подсудимый стал оскорблять его грубой нецензурной бранью в присутствии вышеуказанных лиц. Саламатов С. высказался в его адрес, сравнив его с лицом нетрадиционной сексуальной ориентации, средством контрацепции (презервативом), послал его на мужской половой орган в грубой нецензурной форме, и называл другими неприличными, оскорбительными словами. \nОн включил видеозапись на своем со']"," ст.112 ч.2 п.з,ст.319",['сексуальной ориентац']
605,case_id=374477996&case_uid=92cd1ad3-2058-4f82-a84f-ce6144d6b955,"['иться, на что тот стал оскорблять их грубой нецензурной бранью, а именно сравнил их со средствами контрацепции, с которыми не закончен половой акт в нецензурной форме, назвал мужчинами нетрадиционной сексуальной ориентации в нецензурной форме, а также иной нецензурной бранью в связи с исполнением ими служебных обязанностей, чем оскорбил их честь и достоинство как сотрудников полиции. При этом рядом находились сотрудн']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
606,_id=282516954&_uid=ce425e51-7d07-4e87-8d61-73c30c066c33,"['ший №1, находившегося при исполнении им своих должностных обязанностей, обозвав последнего словами грубой нецензурной брани, характеризующими по своему смыслу последнего как человека с нетрадиционной сексуальной ориентацией, послав при этом в сторону мужского полового органа, в грубой, презрительной, неприличной форме, чем публично унизил честь и достоинство представителя власти Потерпевший №1 не только в его глазах,']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
607,case_id=198922848&case_uid=7d86bd7a-ca43-4c26-b271-a5bf3c46b155,"['итую стеклянную бутылку, острием направленную в сторону Самохина М.С., при этом Носов Д.А. также высказал слова оскорбления в адрес Самохина М.С., а именно назвал его «петух» и лицом с нетрадиционной сексуальной ориентацией. Все это Носов Д.А. высказал в адрес ее супруга именно по причине его служебной деятельности, ….»;\nПосле оглашения показаний свидетель подтвердила их в полном объеме, пояснив, что с момента событи']",ст.318 ч.1,['сексуальной ориентац']
608,case_id=131634082&case_uid=003aea48-951c-46e0-8575-d90824ee46fe,"['. На время своего отсутствия он попросил подменить его знакомого ФИО18. Вернулся он около 11.00 часов. По его возвращению Тюсов по своему обыкновению стал оскорблять его /ФИО35/, лицом нетрадиционной сексуальной ориентации, а также высказывая в его адрес нецензурные выражения. В этот раз он /Потерпевший №1/ не сдержался, высказав Тюсову, что он сам таковым является. В результате между ними возник словесный конфликт, ']",ст.111 ч.2 п.з,['сексуальной ориентац']
609,case_id=411083478&case_uid=00d26adb-e42c-424b-8bd7-869ef2c207db,"['а полиции, как представителя власти, умаляя при этом авторитет представителя власти в глазах присутствующих при этом лиц, назвав с унижением сотрудников полиции Потерпевший №2 и Потерпевший №1 людьми нетрадиционной ориентации, подвергнутыми половому сношению.\nВ продолжении своего преступного умысла Валиуллин В.Р. высказал угрозу применения насилия в отношении указанных представителей власти – полицейских Потерпевший №2 ']",ст.318 ч.1,['нетрадиционной ориентац']
610,case_id=138544404&case_uid=cb8480eb-33b3-4179-b56e-4ef50bac32da,"['арушения, предусмотренного ст.19.3 КоАП РФ. При помещении Цыбина в камеру он высказывал в его адрес нецензурные и оскорбительные выражения, называя его «мусором», причислял его к лицам нетрадиционной сексуальной ориентации, называл его в грубой форме «контрацептивом барьерного типа» и еще как-то, точно не помнит. Эти оскорбления слышали находившиеся в этот момент в камерах посторонние лица, а именно Свидетель №3, и э']"," ст.318 ч.1, ст.161 ч.1,ст.319",['сексуальной ориентац']
611,case_id=333081020&case_uid=863a8219-8ea7-41cf-823c-fe41018a58a7,"['й проверки. Штрошерер О.Э. был недоволен их приездом, стал оскорблять Потерпевший №2 грубой нецензурной бранью – посылал в сторону мужских и женских половых органов, сравнивал с лицами нетрадиционной сексуальной ориентации, оскорблял представителями животного мира, называл использованным средством контрацепции, а также говорил иные оскорбляющие выражения, при этом на замечания не реагировал, продолжал высказывать оск']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
612,case_id=310858975&case_uid=f94d188f-e49c-4133-b6ea-1802129785b6,"[' приспущены штаны и трусы, его половой член был обнажен.ФИО, стоя над ним, предложил ему совершить половой акт в оральной форме, что его крайне возмутило, поскольку он относится к лицам страдиционной сексуальной ориентацией, в связи с чем, он встал на ноги и толкнул его. В ответ на его действия ФИО накинулся на него, а именно, резко приблизился, держа перед собой кулаки. Он, чтобы предотвратить удары состороны ФИО, н']",ст.105 ч.1,['сексуальной ориентац']
